TargetName	HUGOSymbol	TargetGroup	AnalyteType	CodeClass	ProbePool	MinCount	MaxCount	MedianCount	GeomeanCount	NumberOfProbesIncluded	NumberOfProbesTotal	GeneID
HEBP1	HEBP1	All Targets	RNA	Endogenous	01	1	374	29	28.38616876	1	1	50865
OR6J1	OR6J1	All Targets	RNA	Endogenous	01	1	298	19	17.29045061	1	1	79549
TSHZ1	TSHZ1	All Targets	RNA	Endogenous	01	1	275	26.5	24.00952598	1	1	10194
COQ8B	COQ8B	All Targets	RNA	Endogenous	01	1	386	26	24.30354707	1	1	79934
APPL1	APPL1	All Targets	RNA	Endogenous	01	1	433	45.5	45.19167912	1	1	26060
ENPP1	ENPP1	All Targets	RNA	Endogenous	01	1	115	11.5	10.74099135	1	1	5167
PXYLP1	PXYLP1	All Targets	RNA	Endogenous	01	1	318	27	25.44912646	1	1	92370
PHGDH	PHGDH	All Targets	RNA	Endogenous	01	1	379	26.5	27.41616665	1	1	26227
PIWIL1	PIWIL1	All Targets	RNA	Endogenous	01	1	169	14	14.2319525	1	1	9271
THAP9	THAP9	All Targets	RNA	Endogenous	01	1	310	19	17.14620763	1	1	79725
ZNF354C	ZNF354C	All Targets	RNA	Endogenous	01	1	272	21	19.64902342	1	1	30832
IFI6	IFI6	All Targets	RNA	Endogenous	01	1	424	43.5	41.17081822	1	1	2537
PTPDC1	PTPDC1	All Targets	RNA	Endogenous	01	1	391	30.5	28.23916483	1	1	138639
EFEMP2	EFEMP2	All Targets	RNA	Endogenous	01	1	346	23	22.75132961	1	1	30008
TMEM183A	"TMEM183A,TMEM183B"	All Targets	RNA	Endogenous	01	1	359	39.5	37.36785629	1	1	92703
DHX38	DHX38	All Targets	RNA	Endogenous	01	1	252	23.5	21.56215189	1	1	9785
NCR1	NCR1	All Targets	RNA	Endogenous	01	1	282	18	17.11424977	1	1	9437
COMMD7	COMMD7	All Targets	RNA	Endogenous	01	1	196	24	20.97794865	1	1	149951
ODF1	ODF1	All Targets	RNA	Endogenous	01	1	359	22	19.28639183	1	1	4956
MARK2	MARK2	All Targets	RNA	Endogenous	01	1	331	37	31.49499803	1	1	2011
NTAN1	NTAN1	All Targets	RNA	Endogenous	01	1	396	26.5	26.07774533	1	1	123803
CFAP47	CFAP47	All Targets	RNA	Endogenous	01	1	281	20	18.01778874	1	1	286464
AAR2	AAR2	All Targets	RNA	Endogenous	01	1	270	22	19.05583541	1	1	25980
INTU	INTU	All Targets	RNA	Endogenous	01	1	275	24.5	23.66926615	1	1	27152
CGREF1	CGREF1	All Targets	RNA	Endogenous	01	1	184	24	20.55215049	1	1	10669
MINAR1	MINAR1	All Targets	RNA	Endogenous	01	1	290	18	16.76136617	1	1	23251
HEPH	HEPH	All Targets	RNA	Endogenous	01	1	275	19.5	16.56892098	1	1	9843
ZNF746	ZNF746	All Targets	RNA	Endogenous	01	1	375	31.5	27.20195821	1	1	155061
SNRPB	SNRPB	All Targets	RNA	Endogenous	01	1	152	18	17.64916827	1	1	6628
VARS1	VARS1	All Targets	RNA	Endogenous	01	1	146	16	14.87823158	1	1	7407
ZNF585B	ZNF585B	All Targets	RNA	Endogenous	01	1	295	22	20.7859803	1	1	92285
ART5	ART5	All Targets	RNA	Endogenous	01	1	265	22	20.33156607	1	1	116969
ADAT2	ADAT2	All Targets	RNA	Endogenous	01	1	122	13	11.43932984	1	1	134637
SPRR2A	SPRR2A	All Targets	RNA	Endogenous	01	1	222	18	15.45022499	1	1	6700
ADPRHL1	ADPRHL1	All Targets	RNA	Endogenous	01	1	131	13	13.04541386	1	1	113622
NBPF26	"NBPF9,NBPF8,NBPF26,NBPF20,NBPF25P,NBPF1,NBPF12,LOC102724250,NBPF19"	All Targets	RNA	Endogenous	01	1	199	26	23.35323258	1	1	101060684
PDE5A	PDE5A	All Targets	RNA	Endogenous	01	1	241	17	15.99781257	1	1	8654
RNF135	RNF135	All Targets	RNA	Endogenous	01	1	260	16	15.27560246	1	1	84282
NECTIN4	NECTIN4	All Targets	RNA	Endogenous	01	1	571	31.5	28.31904041	1	1	81607
GALM	GALM	All Targets	RNA	Endogenous	01	1	337	22	20.91148632	1	1	130589
POU2F2	POU2F2	All Targets	RNA	Endogenous	01	1	306	21	19.29205653	1	1	5452
CMAS	CMAS	All Targets	RNA	Endogenous	01	1	427	46	44.31722069	1	1	55907
S100A7	"S100A7,S100A7A"	All Targets	RNA	Endogenous	01	1	275	19.5	17.88418606	1	1	6278
VPS36	VPS36	All Targets	RNA	Endogenous	01	1	335	31	28.75388533	1	1	51028
IRS2	IRS2	All Targets	RNA	Endogenous	01	1	286	31	29.47779428	1	1	8660
EIF3E	EIF3E	All Targets	RNA	Endogenous	01	1	449	45.5	44.88400995	1	1	3646
REG1A	REG1A	All Targets	RNA	Endogenous	01	1	320	22	20.47408093	1	1	5967
DGCR2	DGCR2	All Targets	RNA	Endogenous	01	1	292	38	36.49457559	1	1	9993
HR	HR	All Targets	RNA	Endogenous	01	1	228	20	18.70477181	1	1	55806
DMRTC2	DMRTC2	All Targets	RNA	Endogenous	01	1	312	25.5	24.79113235	1	1	63946
SACS	SACS	All Targets	RNA	Endogenous	01	1	371	35	34.40232208	1	1	26278
RPL12	"NBEAL1,RPL12"	All Targets	RNA	Endogenous	01	2	679	58	62.22669503	1	1	6136
WASL	WASL	All Targets	RNA	Endogenous	01	1	675	47.5	48.59255222	1	1	8976
RSRP1	RSRP1	All Targets	RNA	Endogenous	01	1	294	34	31.1520574	1	1	57035
SAP25	SAP25	All Targets	RNA	Endogenous	01	1	264	20	17.38607718	1	1	100316904
HIVEP3	HIVEP3	All Targets	RNA	Endogenous	01	1	276	20	20.55037126	1	1	59269
SYNGR3	SYNGR3	All Targets	RNA	Endogenous	01	2	350	43	43.0022426	1	1	9143
EZH2	EZH2	All Targets	RNA	Endogenous	01	1	296	19	18.59134118	1	1	2146
PRMT8	PRMT8	All Targets	RNA	Endogenous	01	4	1246	98.5	92.50222181	1	1	56341
PITX3	PITX3	All Targets	RNA	Endogenous	01	1	198	15	15.05240258	1	1	5309
SMIM21	SMIM21	All Targets	RNA	Endogenous	01	1	301	18	16.99916691	1	1	284274
ASIC3	ASIC3	All Targets	RNA	Endogenous	01	1	282	23	21.76795197	1	1	9311
LIG4	LIG4	All Targets	RNA	Endogenous	01	1	240	23	21.11018011	1	1	3981
IL7	IL7	All Targets	RNA	Endogenous	01	1	289	21	18.62037942	1	1	3574
EPC2	EPC2	All Targets	RNA	Endogenous	01	1	286	25	23.94382901	1	1	26122
CLRN2	CLRN2	All Targets	RNA	Endogenous	01	1	248	19	17.12483732	1	1	645104
POU6F1	POU6F1	All Targets	RNA	Endogenous	01	1	152	18	16.13090283	1	1	5463
HMG20B	HMG20B	All Targets	RNA	Endogenous	01	1	208	17	16.76207542	1	1	10362
FBXO6	FBXO6	All Targets	RNA	Endogenous	01	1	144	14	12.72592011	1	1	26270
DESI2	DESI2	All Targets	RNA	Endogenous	01	1	256	17	16.5746677	1	1	51029
PALD1	PALD1	All Targets	RNA	Endogenous	01	1	302	19	19.79258718	1	1	27143
FMO1	FMO1	All Targets	RNA	Endogenous	01	1	111	10	9.242628277	1	1	2326
MPST	MPST	All Targets	RNA	Endogenous	01	1	222	20	19.04495417	1	1	4357
IQCA1L	IQCA1L	All Targets	RNA	Endogenous	01	1	150	12	11.2604895	1	1	392843
RNFT2	RNFT2	All Targets	RNA	Endogenous	01	1	189	21	18.8923443	1	1	84900
CFAP299	CFAP299	All Targets	RNA	Endogenous	01	1	266	18	17.67486965	1	1	255119
PLA2G12B	PLA2G12B	All Targets	RNA	Endogenous	01	1	264	18	15.53324746	1	1	84647
MGAT4A	MGAT4A	All Targets	RNA	Endogenous	01	1	337	27	25.49448697	1	1	11320
MYCBP2	MYCBP2	All Targets	RNA	Endogenous	01	1	408	55	51.32862882	1	1	23077
RAB35	RAB35	All Targets	RNA	Endogenous	01	1	420	35.5	32.20911123	1	1	11021
SPDYE4	SPDYE4	All Targets	RNA	Endogenous	01	1	212	14	13.30120263	1	1	388333
SPATA4	SPATA4	All Targets	RNA	Endogenous	01	1	311	19	18.93706791	1	1	132851
ARMCX6	ARMCX6	All Targets	RNA	Endogenous	01	1	338	25	23.77069787	1	1	54470
TIGD1	TIGD1	All Targets	RNA	Endogenous	01	1	348	24.5	21.18988741	1	1	200765
OPLAH	OPLAH	All Targets	RNA	Endogenous	01	1	371	22.5	19.58922179	1	1	26873
PRPF40A	PRPF40A	All Targets	RNA	Endogenous	01	1	297	28	25.56672149	1	1	55660
LRRK1	LRRK1	All Targets	RNA	Endogenous	01	1	360	23.5	21.76362781	1	1	79705
FAM166C	FAM166C	All Targets	RNA	Endogenous	01	1	140	12	11.37486944	1	1	339778
BLOC1S4	BLOC1S4	All Targets	RNA	Endogenous	01	1	241	17.5	15.93969213	1	1	55330
CLIP1	CLIP1	All Targets	RNA	Endogenous	01	1	401	40	39.36966195	1	1	6249
SMARCD2	SMARCD2	All Targets	RNA	Endogenous	01	1	190	17	14.43645742	1	1	6603
BOLL	BOLL	All Targets	RNA	Endogenous	01	1	144	12	11.08919607	1	1	66037
FAAP24	FAAP24	All Targets	RNA	Endogenous	01	1	307	23	22.19559692	1	1	91442
TMEM132A	TMEM132A	All Targets	RNA	Endogenous	01	1	305	35	31.54896408	1	1	54972
MRPL1	MRPL1	All Targets	RNA	Endogenous	01	1	426	32	30.00178722	1	1	65008
MACROD1	MACROD1	All Targets	RNA	Endogenous	01	1	135	15	14.85213672	1	1	28992
POLE4	POLE4	All Targets	RNA	Endogenous	01	1	210	18	19.27727414	1	1	56655
SF1	SF1	All Targets	RNA	Endogenous	01	1	315	41.5	40.77889403	1	1	7536
GDA	GDA	All Targets	RNA	Endogenous	01	1	505	51	47.51268969	1	1	9615
H4C12	"H4C11,H4C12"	All Targets	RNA	Endogenous	01	1	531	42.5	42.04775998	1	1	8362
DNAJB4	DNAJB4	All Targets	RNA	Endogenous	01	1	380	39.5	35.49750932	1	1	11080
TAF8	TAF8	All Targets	RNA	Endogenous	01	1	328	23.5	20.74738179	1	1	129685
BBS12	BBS12	All Targets	RNA	Endogenous	01	1	311	22.5	19.98720615	1	1	166379
MACROD2	MACROD2	All Targets	RNA	Endogenous	01	1	276	22.5	22.04279807	1	1	140733
CARTPT	CARTPT	All Targets	RNA	Endogenous	01	1	416	35	31.90337519	1	1	9607
C2orf83	C2orf83	All Targets	RNA	Endogenous	01	1	295	21	17.55234636	1	1	56918
LRWD1	LRWD1	All Targets	RNA	Endogenous	01	1	305	25	23.19304529	1	1	222229
INTS5	INTS5	All Targets	RNA	Endogenous	01	1	226	19	17.03403372	1	1	80789
PABPC4	PABPC4	All Targets	RNA	Endogenous	01	1	368	35	32.11427693	1	1	8761
CYP27A1	CYP27A1	All Targets	RNA	Endogenous	01	1	286	22	19.87845208	1	1	1593
MAP3K20	MAP3K20	All Targets	RNA	Endogenous	01	1	192	18	15.1435904	1	1	51776
DPCD	DPCD	All Targets	RNA	Endogenous	01	1	412	33	29.66853008	1	1	25911
IL9	IL9	All Targets	RNA	Endogenous	01	1	98	10	9.76496191	1	1	3578
ATP6V1E1	ATP6V1E1	All Targets	RNA	Endogenous	01	1	863	85.5	78.10357809	1	1	529
CBLC	CBLC	All Targets	RNA	Endogenous	01	1	226	20.5	18.80063693	1	1	23624
ERBB4	ERBB4	All Targets	RNA	Endogenous	01	1	284	23	24.93310493	1	1	2066
HMGN1	"NBR2,HMGN1"	All Targets	RNA	Endogenous	01	1	388	47.5	47.2142239	1	1	3150
PTRH1	PTRH1	All Targets	RNA	Endogenous	01	1	274	24	20.95450304	1	1	138428
MAPK1	MAPK1	All Targets	RNA	Endogenous	01	1	756	89	77.87912831	1	1	5594
PTGER4	PTGER4	All Targets	RNA	Endogenous	01	1	311	20	18.2583135	1	1	5734
MS4A13	MS4A13	All Targets	RNA	Endogenous	01	1	266	17	16.22120033	1	1	503497
TCEAL8	TCEAL8	All Targets	RNA	Endogenous	01	1	341	37.5	33.55324869	1	1	90843
ATF7IP2	ATF7IP2	All Targets	RNA	Endogenous	01	1	274	22.5	20.74482437	1	1	80063
FLRT2	FLRT2	All Targets	RNA	Endogenous	01	1	333	32.5	29.39567024	1	1	23768
RBMXL3	RBMXL3	All Targets	RNA	Endogenous	01	1	289	18	16.4236126	1	1	139804
DNAJA2	DNAJA2	All Targets	RNA	Endogenous	01	1	351	43.5	38.37576699	1	1	10294
CNP	CNP	All Targets	RNA	Endogenous	01	4	1726	49	57.75206802	1	1	1267
SMIM2	SMIM2	All Targets	RNA	Endogenous	01	1	537	32.5	27.1302551	1	1	79024
ELOB	ELOB	All Targets	RNA	Endogenous	01	2	699	52	46.93301939	1	1	6923
RIPOR1	RIPOR1	All Targets	RNA	Endogenous	01	1	293	29.5	27.37789331	1	1	79567
KCNK4	"KCNK4,KCNK4-TEX40"	All Targets	RNA	Endogenous	01	1	333	42.5	38.17130465	1	1	50801
TRIO	TRIO	All Targets	RNA	Endogenous	01	2	393	45.5	46.59102757	1	1	7204
TMEM199	TMEM199	All Targets	RNA	Endogenous	01	1	312	24	22.30820081	1	1	147007
KTI12	"KTI12,TXNDC12"	All Targets	RNA	Endogenous	01	1	253	18	17.49483092	1	1	112970
RRP7A	RRP7A	All Targets	RNA	Endogenous	01	1	142	14	12.17009314	1	1	27341
TTLL4	TTLL4	All Targets	RNA	Endogenous	01	1	214	17	15.58296555	1	1	9654
RAB29	RAB29	All Targets	RNA	Endogenous	01	1	268	20	18.67562626	1	1	8934
C14orf177	C14orf177	All Targets	RNA	Endogenous	01	1	249	18	16.28838234	1	1	283598
FDXR	FDXR	All Targets	RNA	Endogenous	01	1	290	18.5	17.84911594	1	1	2232
SNRPD3	SNRPD3	All Targets	RNA	Endogenous	01	1	282	41.5	38.43492993	1	1	6634
CC2D2A	CC2D2A	All Targets	RNA	Endogenous	01	1	272	17.5	17.39726484	1	1	57545
SFI1	SFI1	All Targets	RNA	Endogenous	01	1	333	25.5	26.21007868	1	1	9814
RPL13A	RPL13A	All Targets	RNA	Endogenous	01	1	246	25	23.71791358	1	1	23521
FHL5	FHL5	All Targets	RNA	Endogenous	01	1	287	19.5	16.87354225	1	1	9457
LY6G5C	LY6G5C	All Targets	RNA	Endogenous	01	1	340	21.5	19.53605123	1	1	80741
MYOM3	MYOM3	All Targets	RNA	Endogenous	01	1	250	23	19.39096364	1	1	127294
FYTTD1	FYTTD1	All Targets	RNA	Endogenous	01	1	282	28	26.22336963	1	1	84248
DZANK1	DZANK1	All Targets	RNA	Endogenous	01	1	250	18.5	16.83776339	1	1	55184
ZNF555	ZNF555	All Targets	RNA	Endogenous	01	1	289	21.5	20.31660532	1	1	148254
MED31	MED31	All Targets	RNA	Endogenous	01	1	280	21.5	21.24326414	1	1	51003
CHL1	CHL1	All Targets	RNA	Endogenous	01	1	543	63	53.41942413	1	1	10752
IL18RAP	IL18RAP	All Targets	RNA	Endogenous	01	1	251	18	16.31331648	1	1	8807
OCRL	OCRL	All Targets	RNA	Endogenous	01	1	307	31.5	28.77726292	1	1	4952
PIGQ	PIGQ	All Targets	RNA	Endogenous	01	1	277	26	23.693705	1	1	9091
MAST1	MAST1	All Targets	RNA	Endogenous	01	1	376	44.5	38.05304018	1	1	22983
GFER	GFER	All Targets	RNA	Endogenous	01	1	280	21	20.85315073	1	1	2671
C4orf3	C4orf3	All Targets	RNA	Endogenous	01	1	437	51.5	49.42848427	1	1	401152
HNRNPU	HNRNPU	All Targets	RNA	Endogenous	01	1	774	74	71.48992867	1	1	3192
CDV3	CDV3	All Targets	RNA	Endogenous	01	1	389	37.5	37.41845538	1	1	55573
ERLEC1	ERLEC1	All Targets	RNA	Endogenous	01	1	259	30.5	31.41268878	1	1	27248
SCARA5	SCARA5	All Targets	RNA	Endogenous	01	1	267	19	17.05151448	1	1	286133
EPB41	EPB41	All Targets	RNA	Endogenous	01	1	326	23	21.77805066	1	1	2035
TUBB4B	TUBB4B	All Targets	RNA	Endogenous	01	1	458	65	63.94834567	1	1	10383
FGF6	FGF6	All Targets	RNA	Endogenous	01	1	342	23	21.53936948	1	1	2251
NKPD1	NKPD1	All Targets	RNA	Endogenous	01	1	503	28	24.64425346	1	1	284353
PRKRA	PRKRA	All Targets	RNA	Endogenous	01	1	292	28.5	26.88945291	1	1	8575
CAMTA2	CAMTA2	All Targets	RNA	Endogenous	01	1	338	41	39.53226975	1	1	23125
MRPL51	MRPL51	All Targets	RNA	Endogenous	01	1	328	33	31.11127597	1	1	51258
STEAP1	"STEAP1,STEAP1B"	All Targets	RNA	Endogenous	01	1	296	23	21.14552829	1	1	26872
NR1D1	NR1D1	All Targets	RNA	Endogenous	01	1	318	32	32.17064954	1	1	9572
RALBP1	RALBP1	All Targets	RNA	Endogenous	01	1	318	32	29.54571641	1	1	10928
SLC25A6	SLC25A6	All Targets	RNA	Endogenous	01	1	384	48.5	46.54447508	1	1	293
ORC2	ORC2	All Targets	RNA	Endogenous	01	1	213	19	17.73165552	1	1	4999
PAX3	PAX3	All Targets	RNA	Endogenous	01	1	325	23	20.64728694	1	1	5077
FBN1	FBN1	All Targets	RNA	Endogenous	01	1	491	14	13.00119872	1	1	2200
PRR36	PRR36	All Targets	RNA	Endogenous	01	1	167	17	15.23221166	1	1	80164
PTTG2	PTTG2	All Targets	RNA	Endogenous	01	1	147	15	12.84200495	1	1	10744
TRMT10A	TRMT10A	All Targets	RNA	Endogenous	01	1	438	27	24.8346752	1	1	93587
IL34	IL34	All Targets	RNA	Endogenous	01	1	115	15	13.83142563	1	1	146433
NBEAL2	NBEAL2	All Targets	RNA	Endogenous	01	1	258	16.5	15.60010516	1	1	23218
SP7	SP7	All Targets	RNA	Endogenous	01	1	294	26	23.38731705	1	1	121340
CLDND2	CLDND2	All Targets	RNA	Endogenous	01	1	170	14	14.59550039	1	1	125875
GATA6	GATA6	All Targets	RNA	Endogenous	01	1	284	19.5	17.87551934	1	1	2627
SLC1A5	SLC1A5	All Targets	RNA	Endogenous	01	1	339	23	21.64472504	1	1	6510
PHLDB1	PHLDB1	All Targets	RNA	Endogenous	01	1	426	30	31.94502427	1	1	23187
FMN1	FMN1	All Targets	RNA	Endogenous	01	1	235	19	18.65181101	1	1	342184
RAP2C	RAP2C	All Targets	RNA	Endogenous	01	1	268	21	18.90054646	1	1	57826
SYPL2	SYPL2	All Targets	RNA	Endogenous	01	1	319	23	20.87159556	1	1	284612
SHISA2	SHISA2	All Targets	RNA	Endogenous	01	1	146	12.5	12.07562694	1	1	387914
ARHGEF37	ARHGEF37	All Targets	RNA	Endogenous	01	1	297	20	18.95253247	1	1	389337
INSIG2	INSIG2	All Targets	RNA	Endogenous	01	1	263	21	20.91349556	1	1	51141
DHFR2	DHFR2	All Targets	RNA	Endogenous	01	1	272	19	18.47271191	1	1	200895
CRYBA2	CRYBA2	All Targets	RNA	Endogenous	01	1	286	19.5	16.63762104	1	1	1412
ACCS	ACCS	All Targets	RNA	Endogenous	01	1	223	16	14.92255631	1	1	84680
NAP1L5	NAP1L5	All Targets	RNA	Endogenous	01	1	677	56.5	54.89840838	1	1	266812
NANP	NANP	All Targets	RNA	Endogenous	01	1	130	14.5	12.59096293	1	1	140838
LIM2	LIM2	All Targets	RNA	Endogenous	01	1	245	17	15.67390769	1	1	3982
PNMA1	PNMA1	All Targets	RNA	Endogenous	01	1	373	44.5	41.79061478	1	1	9240
MAGEA2	"MAGEA2B,MAGEA2"	All Targets	RNA	Endogenous	01	1	145	13	12.96461203	1	1	4101
WIPI1	WIPI1	All Targets	RNA	Endogenous	01	1	283	28	26.20215291	1	1	55062
NKX2-3	NKX2-3	All Targets	RNA	Endogenous	01	1	431	26.5	23.90552822	1	1	159296
STK32A	STK32A	All Targets	RNA	Endogenous	01	1	216	15	14.22203159	1	1	202374
CDH6	CDH6	All Targets	RNA	Endogenous	01	1	203	16	14.18251111	1	1	1004
LHFPL3	LHFPL3	All Targets	RNA	Endogenous	01	1	462	26.5	25.37363229	1	1	375612
NPC1L1	NPC1L1	All Targets	RNA	Endogenous	01	1	254	17.5	15.38167129	1	1	29881
CIITA	CIITA	All Targets	RNA	Endogenous	01	1	190	13	12.43956351	1	1	4261
EPHB6	EPHB6	All Targets	RNA	Endogenous	01	1	210	17	16.67638735	1	1	2051
WDR86	WDR86	All Targets	RNA	Endogenous	01	1	405	25	24.24199151	1	1	349136
RAD54L	RAD54L	All Targets	RNA	Endogenous	01	1	287	20	17.89497876	1	1	8438
MEIOSIN	MEIOSIN	All Targets	RNA	Endogenous	01	1	128	10.5	10.75559392	1	1	388553
LMF2	LMF2	All Targets	RNA	Endogenous	01	1	238	24	22.8144094	1	1	91289
NTN5	NTN5	All Targets	RNA	Endogenous	01	1	330	22	18.46764946	1	1	126147
ZNF606	ZNF606	All Targets	RNA	Endogenous	01	1	351	24	22.55598033	1	1	80095
ATP4B	ATP4B	All Targets	RNA	Endogenous	01	1	298	18	16.76657912	1	1	496
ERFL	ERFL	All Targets	RNA	Endogenous	01	1	97	9	9.6962016	1	1	390937
RNF180	RNF180	All Targets	RNA	Endogenous	01	1	239	19	19.57736702	1	1	285671
OR4F17	"OR4F17,OR4F5"	All Targets	RNA	Endogenous	01	1	324	21.5	19.20671612	1	1	81099
QRICH2	QRICH2	All Targets	RNA	Endogenous	01	1	226	19	17.87195376	1	1	84074
GYS1	GYS1	All Targets	RNA	Endogenous	01	1	306	24	23.60404878	1	1	2997
RNF145	RNF145	All Targets	RNA	Endogenous	01	1	312	31	29.20269617	1	1	153830
PLCXD3	PLCXD3	All Targets	RNA	Endogenous	01	1	301	22.5	21.26864927	1	1	345557
FOXB2	FOXB2	All Targets	RNA	Endogenous	01	1	114	10	9.423293606	1	1	442425
TTC34	TTC34	All Targets	RNA	Endogenous	01	1	263	22	19.65902612	1	1	100287898
ATXN7	ATXN7	All Targets	RNA	Endogenous	01	1	254	27	25.49882276	1	1	6314
MUTYH	MUTYH	All Targets	RNA	Endogenous	01	1	155	13.5	12.54243198	1	1	4595
HINT2	HINT2	All Targets	RNA	Endogenous	01	1	219	19	18.94605035	1	1	84681
OR2T3	OR2T3	All Targets	RNA	Endogenous	01	1	132	12	11.80427683	1	1	343173
TK1	TK1	All Targets	RNA	Endogenous	01	1	260	19	19.50144801	1	1	7083
HUWE1	HUWE1	All Targets	RNA	Endogenous	01	1	380	39.5	37.42890801	1	1	10075
ELAVL2	ELAVL2	All Targets	RNA	Endogenous	01	1	297	19	19.49973174	1	1	1993
BOK	BOK	All Targets	RNA	Endogenous	01	1	218	17.5	18.21007879	1	1	666
NXF3	NXF3	All Targets	RNA	Endogenous	01	1	296	20	17.26404739	1	1	56000
SELENOT	SELENOT	All Targets	RNA	Endogenous	01	1	303	32.5	32.76994736	1	1	51714
MPRIP	MPRIP	All Targets	RNA	Endogenous	01	1	468	57.5	56.37063886	1	1	23164
TIGD4	TIGD4	All Targets	RNA	Endogenous	01	1	334	22.5	19.61094128	1	1	201798
OSBPL10	OSBPL10	All Targets	RNA	Endogenous	01	1	380	27	25.05689086	1	1	114884
PAPPA2	PAPPA2	All Targets	RNA	Endogenous	01	1	387	22	21.70987617	1	1	60676
C6orf52	C6orf52	All Targets	RNA	Endogenous	01	1	290	20.5	17.58455313	1	1	347744
AQP5	AQP5	All Targets	RNA	Endogenous	01	1	286	18	15.83603707	1	1	362
MCM3	MCM3	All Targets	RNA	Endogenous	01	1	338	30	27.82145447	1	1	4172
ZCCHC9	ZCCHC9	All Targets	RNA	Endogenous	01	1	250	21	19.05927255	1	1	84240
ADORA2B	ADORA2B	All Targets	RNA	Endogenous	01	1	315	20	19.61829042	1	1	136
ADCY9	ADCY9	All Targets	RNA	Endogenous	01	1	235	21	20.29653047	1	1	115
MYORG	MYORG	All Targets	RNA	Endogenous	01	1	345	24.5	22.77476865	1	1	57462
C1QL2	C1QL2	All Targets	RNA	Endogenous	01	1	414	35	31.6595169	1	1	165257
FRS2	FRS2	All Targets	RNA	Endogenous	01	1	275	25.5	23.29430719	1	1	10818
PPIE	PPIE	All Targets	RNA	Endogenous	01	1	354	30	29.63422823	1	1	10450
AIPL1	AIPL1	All Targets	RNA	Endogenous	01	1	273	17	16.03693659	1	1	23746
HSD17B14	HSD17B14	All Targets	RNA	Endogenous	01	1	203	18	16.5763496	1	1	51171
ZSWIM7	ZSWIM7	All Targets	RNA	Endogenous	01	1	283	23.5	20.87323133	1	1	125150
AADACL2	AADACL2	All Targets	RNA	Endogenous	01	1	246	17	16.27455263	1	1	344752
DCHS2	DCHS2	All Targets	RNA	Endogenous	01	1	105	12	10.98628264	1	1	54798
SGCD	SGCD	All Targets	RNA	Endogenous	01	1	320	26	25.86701689	1	1	6444
ANKRD34A	ANKRD34A	All Targets	RNA	Endogenous	01	1	134	13	12.16718686	1	1	284615
TNIP3	TNIP3	All Targets	RNA	Endogenous	01	1	300	19	16.71296757	1	1	79931
VRK3	VRK3	All Targets	RNA	Endogenous	01	1	151	18	17.04721343	1	1	51231
WDR46	WDR46	All Targets	RNA	Endogenous	01	1	150	15	14.56166307	1	1	9277
L1CAM	L1CAM	All Targets	RNA	Endogenous	01	1	275	35	31.74587877	1	1	3897
RGS19	RGS19	All Targets	RNA	Endogenous	01	1	259	16	15.11752148	1	1	10287
RAD51C	RAD51C	All Targets	RNA	Endogenous	01	1	264	23.5	24.13627329	1	1	5889
PSME1	PSME1	All Targets	RNA	Endogenous	01	1	253	20	19.94834443	1	1	5720
ZFPM2	ZFPM2	All Targets	RNA	Endogenous	01	1	399	30.5	28.63753063	1	1	23414
ATP5MK	ATP5MK	All Targets	RNA	Endogenous	01	2	558	70.5	66.54712624	1	1	84833
TMX2	TMX2	All Targets	RNA	Endogenous	01	1	285	28	25.84932131	1	1	51075
SLC24A5	SLC24A5	All Targets	RNA	Endogenous	01	1	392	23	20.27045931	1	1	283652
HIGD1C	HIGD1C	All Targets	RNA	Endogenous	01	1	240	19	16.39610829	1	1	613227
FOSL2	FOSL2	All Targets	RNA	Endogenous	01	1	260	35.5	34.48001041	1	1	2355
KCNS1	KCNS1	All Targets	RNA	Endogenous	01	1	228	19.5	19.02472036	1	1	3787
OARD1	OARD1	All Targets	RNA	Endogenous	01	1	173	17.5	15.29212736	1	1	221443
ABCD2	ABCD2	All Targets	RNA	Endogenous	01	1	266	22.5	21.30599165	1	1	225
FMO2	FMO2	All Targets	RNA	Endogenous	01	1	121	11	10.42229891	1	1	2327
OR52K2	OR52K2	All Targets	RNA	Endogenous	01	1	274	20.5	18.21405095	1	1	119774
HEXIM2	HEXIM2	All Targets	RNA	Endogenous	01	1	223	20	19.38623751	1	1	124790
GNG10	"GNG10,DNAJC25-GNG10"	All Targets	RNA	Endogenous	01	1	487	44.5	43.63401794	1	1	2790
KCNAB3	KCNAB3	All Targets	RNA	Endogenous	01	1	354	28	27.38288251	1	1	9196
C7orf61	C7orf61	All Targets	RNA	Endogenous	01	1	122	13	12.14735427	1	1	402573
FBXW7	FBXW7	All Targets	RNA	Endogenous	01	1	478	59	54.48197764	1	1	55294
ABHD11	ABHD11	All Targets	RNA	Endogenous	01	1	325	24	22.08992192	1	1	83451
GAPVD1	GAPVD1	All Targets	RNA	Endogenous	01	1	163	23	20.68041695	1	1	26130
PGGHG	PGGHG	All Targets	RNA	Endogenous	01	1	109	10	8.851912494	1	1	80162
KHDC4	KHDC4	All Targets	RNA	Endogenous	01	1	256	27	24.45794591	1	1	22889
EFCAB11	EFCAB11	All Targets	RNA	Endogenous	01	1	319	23	20.46438467	1	1	90141
SLC25A43	SLC25A43	All Targets	RNA	Endogenous	01	1	368	22	20.35197032	1	1	203427
ALPK2	ALPK2	All Targets	RNA	Endogenous	01	1	209	17	15.5633128	1	1	115701
